AGE,GROSSVEHICLEWEIGHT_K,MILEAGE_K,MONTHOFINCEPTION,RISK_AREA,CONVICTIONS_FLAG,CLM_NUM_L5Y,COVER_TYPE,UKRESIDENCY_YEARS,ENGINE_SIZE,FUEL_TYPE,DD_DUQ,NUMBER_OF_DRIVERS,DTI,CLASSOFUSEDESC,OVERNIGHT_LOCATION,LICENCE_TYPE,LICENCEHELD_YEARS,CREDIT_SCORE,NCD,VEHICLE_AGE,VEHICLE_VALUE,NCDPROTECT,AD_POLPREMIUM,AGG_SOURCE,ANNUAL_TOPS_PRICE,HSALE,source_file,CREDIT_SCORE_MISSING,AGE_IMPUTED,GROSSVEHICLEWEIGHT_K_IMPUTED,MILEAGE_K_IMPUTED,MONTHOFINCEPTION_IMPUTED,CLM_NUM_L5Y_IMPUTED,UKRESIDENCY_YEARS_IMPUTED,ENGINE_SIZE_IMPUTED,FUEL_TYPE_IMPUTED,NUMBER_OF_DRIVERS_IMPUTED,DTI_IMPUTED,OVERNIGHT_LOCATION_IMPUTED,LICENCE_TYPE_IMPUTED,LICENCEHELD_YEARS_IMPUTED,CREDIT_SCORE_IMPUTED,NCD_IMPUTED,VEHICLE_AGE_IMPUTED,VEHICLE_VALUE_IMPUTED,AD_POLPREMIUM_IMPUTED,ANNUAL_TOPS_PRICE_IMPUTED,HSALE_IMPUTED,RISK_AREA_IMPUTED,CONVICTIONS_FLAG_IMPUTED,NCDPROTECT_IMPUTED,AGG_SOURCE_IMPUTED,AGE_LICENCE_GAP,NCD_CAPPED,LOG_VEHICLE_VALUE,LOG_AD_POLPREMIUM,AGE_BAND,ENGINE_SIZE_BAND,VEHICLE_VALUE_BAND,VEHICLE_AGE_BAND,MILEAGE_K_BAND,CREDIT_SCORE_BAND,SPLIT
35.0,3.5,14.0,3.0,OL,N,0.0,COMP,15.0,2.0,1.0,Y,1.0,2.0,A4,1.0,0.0,12.0,187.0,4.0,5.0,9650.0,TRUE,1534.0,0CO,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4.0,9.174816815907135,7.335633981927201,31-40,2.0-2.9,5-10K,4-5,10-15,0-199,TRAIN
39.0,2.8,2.5,2.0,SW,Y,0.0,COMP,29.0,2.0,1.0,N,2.0,29.0,3.0,1.0,0.0,11.0,463.0,9.0,12.0,12390.0,FALSE,843.0,CTM,420.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9.0,9.424725681616493,6.736966958001855,31-40,2.0-2.9,10-20K,11+,<5,400-499,TRAIN
49.0,3.3,12.0,3.0,S,Y,0.0,COMP,49.0,3.2,1.0,N,2.0,3.0,3,1.0,0.0,25.0,482.0,9.0,6.0,16040.0,TRUE,735.0,0,630.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,9.682903223616842,6.5998704992128365,41-50,3.0+,10-20K,6-10,10-15,400-499,TRAIN
71.0,2.2,5.0,1.0,NW,N,0.0,COMP,71.0,1.8,1.0,N,2.0,11.0,6,4.0,0.0,25.0,404.0,9.0,22.0,1795.0,FALSE,241.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,9.0,7.493317248862145,5.484796933490655,71+,1.5-1.9,<5K,11+,<5,400-499,TRAIN
43.0,2.8,2.2,5.0,3 WN,N,0.0,COMP,60.0,1.9,1.0,N,2.0,9.0,3,4.0,0.0,25.0,253.0,9.0,17.0,2500.0,TRUE,528.0,CTM,245.0,0.0,all_frames_combined_net_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,7.824445930877619,6.269096283706261,41-50,1.5-1.9,<5K,11+,<5,200-299,TRAIN
45.0,2.0,3.0,3.0,NW,N,1.0,COMP,45.0,1.5,1.0,N,1.0,9.0,1,9.0,0.0,24.0,427.0,4.0,6.0,9740.0,FALSE,475.0,0,460.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,9.184099060770956,6.163314804034641,41-50,1.5-1.9,5-10K,6-10,<5,400-499,TRAIN
52.0,3.2,8.0,3.0,N,N,0.0,COMP,62.0,2.0,1.0,N,1.0,13.0,5,4.0,0.0,25.0,227.0,9.0,6.0,18695.0,TRUE,583.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9.0,9.836064876218694,6.368187186350492,51-60,2.0-2.9,10-20K,6-10,5-10,200-299,TRAIN
35.0,2.3,5.0,3.0,SE,N,0.0,COMP,35.0,1.8,1.0,N,1.0,7.0,A10,1.0,0.0,7.0,393.0,5.0,15.0,2650.0,TRUE,614.0,0CO,459.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,5.0,7.8826922062890254,6.419994928147142,31-40,1.5-1.9,<5K,11+,<5,300-399,TEST
67.0,3.5,8.0,2.0,WH,N,0.0,COMP,67.0,2.1,1.0,N,2.0,15.0,8,1.0,0.0,25.0,458.0,9.0,12.0,4895.0,TRUE,420.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,9.0,8.496173824192162,6.040254711277414,61-70,2.0-2.9,<5K,11+,5-10,400-499,TRAIN
48.0,3.0,18.0,1.0,S,N,0.0,COMP,37.0,2.0,1.0,Y,3.0,14.0,A10,1.0,0.0,20.0,471.0,8.0,12.0,7000.0,TRUE,1104.0,0CO,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,8.0,8.853808274977197,7.00669522683704,41-50,2.0-2.9,5-10K,11+,15-20,400-499,TEST
22.0,2.0,4.0,2.0,S,N,1.0,COMP,18.0,1.6,1.0,N,2.0,28.0,8,5.0,0.0,4.0,378.0,3.0,11.0,3995.0,FALSE,1069.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,8.293049139768444,6.974478911025045,22-25,1.5-1.9,<5K,11+,<5,300-399,TRAIN
64.0,3.0,9.0,1.0,SE,Y,0.0,COMP,54.0,1.6,1.0,N,2.0,17.0,1,1.0,0.0,25.0,398.0,9.0,8.0,6940.0,FALSE,425.0,CTM,707.0,1.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,8.845201135339584,6.052089168924417,61-70,1.5-1.9,5-10K,6-10,5-10,300-399,TRAIN
43.0,2.8,3.3,10.0,1 WW,N,0.0,COMP,35.0,2.0,1.0,N,2.0,19.0,1,1.0,0.0,14.0,387.0,9.0,3.0,23500.0,TRUE,717.0,CTM,666.0,0.0,all_frames_combined_net_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,10.064798252418377,6.57507584059962,41-50,2.0-2.9,20-30K,2-3,<5,300-399,TRAIN
20.0,2.2,7.0,2.0,WH,N,0.0,COMP,20.0,1.6,1.0,Y,2.0,3.0,A10,1.0,0.0,3.0,341.0,3.0,10.0,3360.0,FALSE,1253.0,0CO,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,8.119993827725105,7.133295954896068,17-21,1.5-1.9,<5K,6-10,5-10,300-399,TRAIN
37.0,2.8,13.0,1.0,SE,N,3.0,COMP,37.0,1.6,1.0,Y,1.0,25.0,1.0,1.0,0.0,20.0,320.0,5.0,8.0,7000.0,FALSE,739.0,CTM,808.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,8.853808274977197,6.6052979209482015,31-40,1.5-1.9,5-10K,6-10,10-15,300-399,TEST
44.0,3.5,20.5,2.0,SE,Y,0.0,COMP,44.0,2.2,1.0,N,2.0,0.0,1,1.0,0.0,25.0,448.0,9.0,4.0,12260.0,TRUE,1941.0,CTM,1360.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,9.414178772232386,7.57095858316901,41-50,2.0-2.9,10-20K,4-5,20+,400-499,TRAIN
43.0,2.0,8.0,2.0,EM,N,1.0,COMP,53.0,1.5,1.0,Y,2.0,4.0,1,1.0,0.0,25.0,435.0,9.0,5.0,8640.0,TRUE,430.0,CTM,266.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,9.0642735958414,6.063785208687608,41-50,1.5-1.9,5-10K,4-5,5-10,400-499,TRAIN
37.0,2.3,12.0,2.0,SE,N,1.0,COMP,37.0,1.5,1.0,N,1.0,7.0,8,4.0,0.0,18.0,393.0,1.0,4.0,15000.0,FALSE,737.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,9.61587214452889,6.602587892189336,31-40,1.5-1.9,10-20K,4-5,10-15,300-399,TRAIN
38.0,3.5,9.0,3.0,Y,N,0.0,COMP,38.0,2.0,1.0,N,1.0,17.0,A10,1.0,0.0,20.0,457.0,9.0,8.0,8030.0,TRUE,540.0,0CO,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,8.991064332188461,6.29156913955832,31-40,2.0-2.9,5-10K,6-10,5-10,400-499,TRAIN
27.0,2.6,9.0,2.0,SE,Y,0.0,COMP,27.0,1.9,1.0,Y,1.0,1.0,A4,9.0,0.0,21.0,282.0,9.0,2.0,25750.0,TRUE,621.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0,9.0,10.156228740289281,6.431331081933479,26-30,1.5-1.9,20-30K,2-3,5-10,200-299,TRAIN
44.0,2.8,10.0,3.0,OL,N,1.0,COMP,51.0,2.1,1.0,N,1.0,1.0,A4,9.0,0.0,5.0,321.0,5.0,20.0,8000.0,FALSE,923.0,0CO,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,5.0,8.987321812850125,6.827629234502852,41-50,2.0-2.9,5-10K,11+,5-10,300-399,TRAIN
49.0,3.2,15.0,2.0,OL,N,0.0,COMP,28.0,2.0,1.0,N,2.0,6.0,A10,1.0,0.0,25.0,414.0,9.0,7.0,14000.0,TRUE,523.0,0,0.0,1.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,9.546884034617925,6.259581464064923,41-50,2.0-2.9,10-20K,6-10,10-15,400-499,TEST
37.0,3.0,8.0,2.0,S,N,0.0,COMP,37.0,1.6,1.0,Y,1.0,0.0,3,1.0,0.0,19.0,462.0,9.0,5.0,16640.0,FALSE,859.0,0CO,796.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,9.719624808723344,6.755768921984255,31-40,1.5-1.9,10-20K,4-5,5-10,400-499,TRAIN
42.0,2.9,15.0,2.0,Y,N,2.0,COMP,42.0,2.0,1.0,N,1.0,2.0,5,1.0,0.0,19.0,394.0,9.0,12.0,8495.0,FALSE,615.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,9.0,9.04735074348172,6.421622267806518,41-50,2.0-2.9,5-10K,11+,10-15,300-399,TRAIN
31.0,3.0,5.0,2.0,SW,N,2.0,COMP,31.0,2.0,1.0,N,3.0,1.0,3,3.0,0.0,24.0,249.0,9.0,7.0,9000.0,TRUE,1110.0,0CO,1530.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,9.0,9.105090961257085,7.01211529430638,31-40,2.0-2.9,5-10K,6-10,<5,200-299,TRAIN
28.0,3.5,4.0,2.0,SE,Y,0.0,COMP,5.0,2.0,1.0,N,1.0,6.0,3,4.0,0.0,25.0,431.0,0.0,13.0,1890.0,FALSE,726.0,CTM,812.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.0,0.0,7.544861068658458,6.587550014824796,26-30,2.0-2.9,<5K,11+,<5,400-499,TRAIN
36.0,3.0,7.0,2.0,L,N,1.0,COMP,10.0,1.8,1.0,N,2.0,3.0,A4,1.0,0.0,6.0,386.0,2.0,14.0,1280.0,FALSE,2133.0,0CO,1426.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,2.0,7.155396301896734,7.665284718471351,31-40,1.5-1.9,<5K,11+,5-10,300-399,TRAIN
35.0,2.8,5.0,1.0,EH,N,1.0,COMP,35.0,2.2,1.0,Y,2.0,0.0,3,4.0,0.0,9.0,389.0,0.0,15.0,1180.0,FALSE,1737.0,CTM,1099.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,7.074116816197362,7.459914766241105,31-40,2.0-2.9,<5K,11+,<5,300-399,TRAIN
37.0,2.3,15.0,1.0,WH,N,0.0,COMP,37.0,1.6,1.0,Y,1.0,6.0,1,1.0,0.0,2.0,385.0,2.0,11.0,2070.0,FALSE,1302.0,CTM,840.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,2.0,7.635786861395585,7.171656822768514,31-40,1.5-1.9,<5K,11+,10-15,300-399,TRAIN
43.0,2.6,10.0,2.0,NW,N,0.0,COMP,43.0,2.5,1.0,N,3.0,2.0,8,4.0,0.0,23.0,219.0,9.0,19.0,2095.0,TRUE,751.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,7.647786045440933,6.621405651764134,41-50,2.0-2.9,<5K,11+,5-10,200-299,TRAIN
26.0,2.7,5.0,3.0,BW,N,0.0,COMP,26.0,1.6,1.0,Y,1.0,1.0,6,1.0,0.0,6.0,145.0,6.0,14.0,2395.0,FALSE,900.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,7.78155595923534,6.802394763324311,26-30,1.5-1.9,<5K,11+,<5,0-199,TRAIN
66.0,2.8,3.5,3.0,SE,N,0.0,COMP,16.0,2.0,1.0,Y,1.0,0.0,3,2.0,0.0,25.0,366.0,9.0,19.0,2090.0,FALSE,604.0,CTM,1480.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,7.645397699428633,6.403574197934815,61-70,2.0-2.9,<5K,11+,<5,300-399,TEST
41.0,3.5,5.0,2.0,SW,N,0.0,COMP,13.0,2.1,1.0,Y,1.0,2.0,3,4.0,0.0,13.0,256.0,9.0,7.0,7220.0,FALSE,1060.0,CTM,1162.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9.0,8.884748726451182,6.966024187106113,41-50,2.0-2.9,5-10K,6-10,<5,200-299,TRAIN
38.0,3.0,4.0,2.0,N,N,1.0,COMP,38.0,2.0,1.0,N,2.0,7.0,3,1.0,0.0,20.0,348.0,4.0,13.0,6500.0,TRUE,692.0,CTM,445.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,8.77971129020447,6.539585955617669,31-40,2.0-2.9,5-10K,11+,<5,300-399,TRAIN
32.0,2.8,10.0,2.0,SE,N,1.0,COMP,32.0,2.0,1.0,N,1.0,3.0,1,1.0,0.0,12.0,291.0,8.0,7.0,12470.0,TRUE,859.0,CTM,769.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,8.0,9.431161227920747,6.755768921984255,31-40,2.0-2.9,10-20K,6-10,5-10,200-299,TRAIN
64.0,2.9,7.2,1.0,SW,Y,0.0,COMP,64.0,2.2,1.0,Y,2.0,22.0,1,1.0,0.0,25.0,433.0,9.0,10.0,6390.0,FALSE,321.0,CTM,311.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,8.762646029650282,5.771441123130016,61-70,2.0-2.9,5-10K,6-10,5-10,400-499,TRAIN
43.0,2.8,1.7,2.0,2 HW,N,0.0,COMP,27.0,1.2,1.0,Y,1.0,29.0,3,4.0,0.0,6.0,199.0,0.0,18.0,1330.0,FALSE,1451.0,CTM,1881.0,0.0,all_frames_combined_net_1.csv,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,7.193685818395112,7.280008252884188,41-50,1.0-1.4,<5K,11+,<5,0-199,TEST
52.0,2.8,4.0,3.0,WH,N,0.0,COMP,52.0,2.2,1.0,Y,1.0,18.0,5,4.0,0.0,25.0,192.0,2.0,15.0,2595.0,FALSE,657.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,2.0,7.86172707782398,6.48768401848461,51-60,2.0-2.9,<5K,11+,<5,0-199,TRAIN
67.0,3.5,3.0,2.0,WM,N,0.0,COMP,58.0,2.4,1.0,Y,1.0,0.0,3,1.0,0.0,25.0,425.0,9.0,16.0,2520.0,TRUE,546.0,CTM,469.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,9.0,7.83241092718792,6.302618975744905,61-70,2.0-2.9,<5K,11+,<5,400-499,TRAIN
67.0,3.2,5.0,2.0,Y,N,0.0,COMP,57.0,2.8,1.0,Y,2.0,9.0,3,1.0,0.0,25.0,469.0,9.0,4.0,26950.0,TRUE,422.0,CTM,450.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,9.0,10.201775681400134,6.045005314036012,61-70,2.0-2.9,20-30K,4-5,<5,400-499,TRAIN
30.0,3.5,5.0,2.0,SW,N,0.0,COMP,30.0,2.2,1.0,N,1.0,7.0,4.4,1.0,0.0,12.0,401.0,1.0,10.0,9400.0,FALSE,579.0,GCO,450.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,9.148571345578551,6.361302477572996,26-30,2.0-2.9,5-10K,6-10,<5,400-499,TEST
54.0,2.5,2.0,2.0,WH,N,1.0,COMP,54.0,2.0,1.0,Y,1.0,21.0,6,4.0,0.0,25.0,247.0,3.0,24.0,1000.0,FALSE,1278.0,CON,414.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,3.0,6.90875477931522,7.15305163493748,51-60,2.0-2.9,<5K,11+,<5,200-299,TRAIN
23.0,2.9,7.0,3.0,WH,N,0.0,COMP,23.0,2.5,1.0,N,1.0,36.0,3,1.0,0.0,5.0,395.0,5.0,22.0,1820.0,TRUE,1242.0,CTM,651.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,7.507141079727608,7.124478262493424,22-25,2.0-2.9,<5K,11+,5-10,300-399,TRAIN
65.0,3.1,5.0,3.0,N,N,0.0,COMP,65.0,2.0,1.0,N,1.0,11.0,1,1.0,0.0,25.0,400.0,9.0,4.0,18560.0,TRUE,295.0,CTM,337.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,9.828817884199099,5.68697535633982,61-70,2.0-2.9,10-20K,4-5,<5,400-499,TEST
66.0,2.9,4.0,2.0,S,N,0.0,TPFT,69.0,2.0,1.0,N,1.0,28.0,3,1.0,0.0,25.0,357.0,9.0,16.0,1880.0,FALSE,222.0,CTM,246.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,7.53955882930103,5.402677381872279,61-70,2.0-2.9,<5K,11+,<5,300-399,TRAIN
44.0,3.5,10.0,2.0,SE,N,0.0,COMP,44.0,2.0,1.0,Y,2.0,0.0,1,4.0,0.0,25.0,412.0,6.0,5.0,9950.0,FALSE,637.0,CTM,658.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,9.205428327615163,6.456769655572163,41-50,2.0-2.9,5-10K,4-5,5-10,400-499,TRAIN
40.0,2.0,9.0,3.0,WH,N,0.0,TPFT,40.0,1.8,1.0,Y,1.0,0.0,1,2.0,0.0,18.0,171.0,0.0,19.0,500.0,FALSE,1165.0,CTM,1220.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,6.2166061010848646,7.060476365999801,31-40,1.5-1.9,<5K,11+,5-10,0-199,TEST
30.0,3.0,8.3,2.0,S,N,0.0,COMP,30.0,2.0,1.0,Y,1.0,5.0,1,4.0,0.0,6.0,332.0,7.0,5.0,16470.0,TRUE,888.0,CTM,1005.0,1.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,9.709356537782675,6.78897174299217,26-30,2.0-2.9,10-20K,4-5,5-10,300-399,TRAIN
65.0,2.9,6.0,3.0,SW,N,1.0,COMP,65.0,1.8,1.0,Y,2.0,23.0,1,1.0,0.0,25.0,230.0,9.0,14.0,2300.0,TRUE,311.0,CTM,218.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,7.741099090035366,5.739792912179234,61-70,1.5-1.9,<5K,11+,5-10,200-299,TRAIN
54.0,1.8,6.0,1.0,WH,N,0.0,COMP,54.0,1.8,1.0,Y,1.0,29.0,5,1.0,0.0,25.0,459.0,9.0,2.0,18195.0,FALSE,528.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,9.808957068689894,6.269096283706261,51-60,1.5-1.9,10-20K,2-3,5-10,400-499,TRAIN
61.0,3.3,9.0,2.0,S,N,0.0,COMP,61.0,2.0,1.0,N,2.0,18.0,8,1.0,0.0,25.0,408.0,9.0,4.0,22000.0,TRUE,510.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,9.0,9.99884318585288,6.234410725718371,61-70,2.0-2.9,20-30K,4-5,5-10,400-499,TRAIN
74.0,3.3,3.0,2.0,SW,N,1.0,COMP,74.0,2.2,1.0,N,1.0,3.0,1,1.0,0.0,25.0,413.0,9.0,22.0,1850.0,TRUE,405.0,CTM,452.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,9.0,7.523481312573497,6.003887067106539,71+,2.0-2.9,<5K,11+,<5,400-499,TRAIN
72.0,2.2,4.0,3.0,NL,N,0.0,COMP,72.0,1.8,1.0,N,2.0,17.0,6,1.0,0.0,25.0,398.0,9.0,15.0,2895.0,FALSE,464.0,CON,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,9.0,7.971085753505607,6.139884552226255,71+,1.5-1.9,<5K,11+,<5,300-399,TRAIN
41.0,3.3,12.0,2.0,WH,N,2.0,COMP,41.0,2.0,1.0,Y,1.0,29.0,3,1.0,0.0,24.0,394.0,1.0,8.0,11840.0,FALSE,1099.0,CTM,706.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,9.379323364330956,7.002155954403621,41-50,2.0-2.9,10-20K,6-10,10-15,300-399,TEST
61.0,2.4,3.0,2.0,SW,N,0.0,COMP,61.0,2.4,1.0,N,1.0,17.0,1.0,0.0,0.0,20.0,0.0,17.0,10.0,0.0,FALSE,397.0,1.0,0.0,0.0,all_frames_combined_net_1.csv,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,24.0,9.0,0.0,5.983936280687191,61-70,2.0-2.9,<5K,6-10,<5,0-199,TRAIN
53.0,3.2,8.0,1.0,SE,Y,0.0,COMP,26.0,2.2,1.0,N,1.0,17.0,2.0,0.0,0.0,20.0,9.0,12.0,10.0,5395.0,FALSE,686.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,16.0,9.0,8.593413217327646,6.530877627725885,51-60,2.0-2.9,5-10K,6-10,5-10,0-199,TRAIN
40.0,3.5,5.0,1.0,Y,N,1.0,COMP,45.0,2.3,1.0,N,1.0,17.0,1.0,0.0,0.0,20.0,3.0,8.0,10.0,5395.0,FALSE,1531.0,0.0,0.0,0.0,all_frames_combined_net_1.csv,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,3.0,8.0,8.593413217327646,7.333676395657684,31-40,2.0-2.9,5-10K,6-10,<5,0-199,TRAIN
